"File","Attribute","Link"
"firma_digitale.html","href","default.css"
"firma_digitale.html","href","default_ie6.css"
"firma_digitale.html","href","fonts.css"
"firma_digitale.html","href","forniture_mepa.html"
"firma_digitale.html","href","gestionale_azienda.html"
"firma_digitale.html","href","gestionale_ordini.html"
"firma_digitale.html","href","http://www.zucchetti.it/website/cms/home.html"
"firma_digitale.html","href","https:///www.yashiweb.com/"
"firma_digitale.html","href","https://dribbble.com"
"firma_digitale.html","href","https://edatalia.com/"
"firma_digitale.html","href","https://fonts.googleapis.com/css?family=Source+Sans+Pro:200,300,400,600,700,900"
"firma_digitale.html","href","https://it-it.facebook.com/"
"firma_digitale.html","href","https://store.hp.com"
"firma_digitale.html","href","https://twitter.com/search-home"
"firma_digitale.html","href","https://www.dell.com/it-it"
"firma_digitale.html","href","https://www.google.it"
"firma_digitale.html","href","https://www.tumblr.com/"
"firma_digitale.html","href","https://zutec.it/"
"firma_digitale.html","href","index.html"
"firma_digitale.html","href","mailto:info@isasrl.it"
"firma_digitale.html","href","privacy.html"
"firma_digitale.html","href","servizi.html"
"firma_digitale.html","href","servizi_backup.html"
"firma_digitale.html","href","servizi_fatel.html"
"firma_digitale.html","src","images/DELL_LOGO.jpg"
"firma_digitale.html","src","images/edatalia.png"
"firma_digitale.html","src","images/firma-elettronica-blu.jpg"
"firma_digitale.html","src","images/HP_LOGO.jpg"
"firma_digitale.html","src","images/logo.png"
"firma_digitale.html","src","images/yashi_logo.jpg"
"firma_digitale.html","src","images/zucchetti_logo.jpg"
"forniture_mepa.html","href","#"
"forniture_mepa.html","href","assistenza.html"
"forniture_mepa.html","href","contatti.html"
"forniture_mepa.html","href","default.css"
"forniture_mepa.html","href","default_ie6.css"
"forniture_mepa.html","href","firma_digitale.html"
"forniture_mepa.html","href","fonts.css"
"forniture_mepa.html","href","forniture_mepa.html"
"forniture_mepa.html","href","gestionale_azienda.html"
"forniture_mepa.html","href","gestionale_ordini.html"
"forniture_mepa.html","href","http://www.zucchetti.it/website/cms/home.html"
"forniture_mepa.html","href","https:///www.yashiweb.com/"
"forniture_mepa.html","href","https://dribbble.com"
"forniture_mepa.html","href","https://fonts.googleapis.com/css?family=Source+Sans+Pro:200,300,400,600,700,900"
"forniture_mepa.html","href","https://it-it.facebook.com/"
"forniture_mepa.html","href","https://store.hp.com"
"forniture_mepa.html","href","https://twitter.com/search-home"
"forniture_mepa.html","href","https://www.dell.com/it-it"
"forniture_mepa.html","href","https://www.google.it"
"forniture_mepa.html","href","https://www.tumblr.com/"
"forniture_mepa.html","href","https://zutec.it/"
"forniture_mepa.html","href","index.html"
"forniture_mepa.html","href","mailto:info@isasrl.it"
"forniture_mepa.html","href","privacy.html"
"forniture_mepa.html","href","servizi.html"
"forniture_mepa.html","href","servizi_backup.html"
"forniture_mepa.html","href","servizi_fatel.html"
"forniture_mepa.html","href","whistleblowing.html"
"forniture_mepa.html","src","images/aulainformatica2.jpg"
"forniture_mepa.html","src","images/carta_docente.png"
"forniture_mepa.html","src","images/DELL_LOGO.jpg"
"forniture_mepa.html","src","images/firma-digitale-mini.png"
"forniture_mepa.html","src","images/HP_LOGO.jpg"
"forniture_mepa.html","src","images/logo.png"
"forniture_mepa.html","src","images/monitor.jpg"
"forniture_mepa.html","src","images/whistleblowing_mini.jpg"
"forniture_mepa.html","src","images/yashi_logo.jpg"
"forniture_mepa.html","src","images/zucchetti_logo.jpg"
"gestionale_azienda.html","href","#"
"gestionale_azienda.html","href","assistenza.html"
"gestionale_azienda.html","href","contatti.html"
"gestionale_azienda.html","href","default.css"
"gestionale_azienda.html","href","default_ie6.css"
"gestionale_azienda.html","href","firma_digitale.html"
"gestionale_azienda.html","href","fonts.css"
"gestionale_azienda.html","href","forniture_mepa.html"
"gestionale_azienda.html","href","gestionale_azienda.html"
"gestionale_azienda.html","href","gestionale_ordini.html"
"gestionale_azienda.html","href","http://www.zucchetti.it/website/cms/home.html"
"gestionale_azienda.html","href","https:///www.yashiweb.com/"
"gestionale_azienda.html","href","https://dribbble.com"
"gestionale_azienda.html","href","https://fonts.googleapis.com/css?family=Source+Sans+Pro:200,300,400,600,700,900"
"gestionale_azienda.html","href","https://it-it.facebook.com/"
"gestionale_azienda.html","href","https://store.hp.com"
"gestionale_azienda.html","href","https://twitter.com/search-home"
"gestionale_azienda.html","href","https://www.dell.com/it-it"
"gestionale_azienda.html","href","https://www.google.it"
"gestionale_azienda.html","href","https://www.tumblr.com/"
"gestionale_azienda.html","href","https://zutec.it/"
"gestionale_azienda.html","href","index.html"
"gestionale_azienda.html","href","mailto:info@isasrl.it"
"gestionale_azienda.html","href","privacy.html"
"gestionale_azienda.html","href","servizi.html"
"gestionale_azienda.html","href","servizi_backup.html"
"gestionale_azienda.html","href","servizi_fatel.html"
"gestionale_azienda.html","href","whistleblowing.html"
"gestionale_azienda.html","src","images/DELL_LOGO.jpg"
"gestionale_azienda.html","src","images/firma-digitale-mini.png"
"gestionale_azienda.html","src","images/gestionali.jpg"
"gestionale_azienda.html","src","images/gestionali1.jpg"
"gestionale_azienda.html","src","images/gestionali3.jpg"
"gestionale_azienda.html","src","images/HP_LOGO.jpg"
"gestionale_azienda.html","src","images/logo.png"
"gestionale_azienda.html","src","images/whistleblowing_mini.jpg"
"gestionale_azienda.html","src","images/yashi_logo.jpg"
"gestionale_azienda.html","src","images/zucchetti_logo.jpg"
"gestionale_ordini.html","href","#"
"gestionale_ordini.html","href","assistenza.html"
"gestionale_ordini.html","href","contatti.html"
"gestionale_ordini.html","href","default.css"
"gestionale_ordini.html","href","default_ie6.css"
"gestionale_ordini.html","href","depliantcofin.pdf"
"gestionale_ordini.html","href","firma_digitale.html"
"gestionale_ordini.html","href","fonts.css"
"gestionale_ordini.html","href","forniture_mepa.html"
"gestionale_ordini.html","href","gestionale_azienda.html"
"gestionale_ordini.html","href","http://www.zucchetti.it/website/cms/home.html"
"gestionale_ordini.html","href","https:///www.yashiweb.com/"
"gestionale_ordini.html","href","https://dribbble.com"
"gestionale_ordini.html","href","https://fonts.googleapis.com/css?family=Source+Sans+Pro:200,300,400,600,700,900"
"gestionale_ordini.html","href","https://it-it.facebook.com/"
"gestionale_ordini.html","href","https://store.hp.com"
"gestionale_ordini.html","href","https://twitter.com/search-home"
"gestionale_ordini.html","href","https://www.dell.com/it-it"
"gestionale_ordini.html","href","https://www.google.it"
"gestionale_ordini.html","href","https://www.tumblr.com/"
"gestionale_ordini.html","href","https://zutec.it/"
"gestionale_ordini.html","href","index.html"
"gestionale_ordini.html","href","mailto:info@isasrl.it"
"gestionale_ordini.html","href","privacy.html"
"gestionale_ordini.html","href","proteusevo.pdf"
"gestionale_ordini.html","href","servizi.html"
"gestionale_ordini.html","href","servizi_backup.html"
"gestionale_ordini.html","href","servizi_fatel.html"
"gestionale_ordini.html","href","whistleblowing.html"
"gestionale_ordini.html","src","images/conservazione-digitale.jpg"
"gestionale_ordini.html","src","images/DELL_LOGO.jpg"
"gestionale_ordini.html","src","images/firma-digitale-mini.png"
"gestionale_ordini.html","src","images/gestionali4.jpg"
"gestionale_ordini.html","src","images/HP_LOGO.jpg"
"gestionale_ordini.html","src","images/logo.png"
"gestionale_ordini.html","src","images/whistleblowing_mini.jpg"
"gestionale_ordini.html","src","images/yashi_logo.jpg"
"gestionale_ordini.html","src","images/zucchetti_logo.jpg"
"index.html","href","#"
"index.html","href","assistenza.html"
"index.html","href","contatti.html"
"index.html","href","default.css"
"index.html","href","default_ie6.css"
"index.html","href","firma_digitale.html"
"index.html","href","fonts.css"
"index.html","href","forniture_mepa.html"
"index.html","href","gestionale_azienda.html"
"index.html","href","gestionale_ordini.html"
"index.html","href","http://www.zucchetti.it/website/cms/home.html"
"index.html","href","https:///www.yashiweb.com/"
"index.html","href","https://dribbble.com"
"index.html","href","https://fonts.googleapis.com/css?family=Source+Sans+Pro:200,300,400,600,700,900"
"index.html","href","https://store.hp.com"
"index.html","href","https://twitter.com/search-home"
"index.html","href","https://www.dell.com/it-it"
"index.html","href","https://www.facebook.com/profile.php?id=61559175416715"
"index.html","href","https://www.google.it"
"index.html","href","https://www.tumblr.com/"
"index.html","href","https://zutec.it/"
"index.html","href","mailto:info@isasrl.it"
"index.html","href","privacy.html"
"index.html","href","servizi.html"
"index.html","href","servizi_backup.html"
"index.html","href","servizi_fatel.html"
"index.html","href","whistleblowing.html"
"index.html","src","images/buone-feste-blu.png"
"index.html","src","images/DELL_LOGO.jpg"
"index.html","src","images/firma-digitale-mini.png"
"index.html","src","images/HOME.jpg"
"index.html","src","images/HP_LOGO.jpg"
"index.html","src","images/logo.png"
"index.html","src","images/whistleblowing_mini.jpg"
"index.html","src","images/yashi_logo.jpg"
"index.html","src","images/zucchetti_logo.jpg"
"privacy.html","href","#"
"privacy.html","href","assistenza.html"
"privacy.html","href","contatti.html"
"privacy.html","href","default.css"
"privacy.html","href","default_ie6.css"
"privacy.html","href","firma_digitale.html"
"privacy.html","href","fonts.css"
"privacy.html","href","forniture_mepa.html"
"privacy.html","href","gestionale_azienda.html"
"privacy.html","href","gestionale_ordini.html"
"privacy.html","href","http://www.zucchetti.it/website/cms/home.html"
"privacy.html","href","https:///www.yashiweb.com/"
"privacy.html","href","https://dribbble.com"
"privacy.html","href","https://fonts.googleapis.com/css?family=Source+Sans+Pro:200,300,400,600,700,900"
"privacy.html","href","https://it-it.facebook.com/"
"privacy.html","href","https://store.hp.com"
"privacy.html","href","https://twitter.com/search-home"
"privacy.html","href","https://www.dell.com/it-it"
"privacy.html","href","https://www.google.it"
"privacy.html","href","https://www.tumblr.com/"
"privacy.html","href","https://zutec.it/"
"privacy.html","href","index.html"
"privacy.html","href","Informativa_cookie.pdf"
"privacy.html","href","Informativa_privacy.pdf"
"privacy.html","href","mailto:info@isasrl.it"
"privacy.html","href","privacy.html"
"privacy.html","href","servizi.html"
"privacy.html","href","servizi_backup.html"
"privacy.html","href","servizi_fatel.html"
"privacy.html","src","images/DELL_LOGO.jpg"
"privacy.html","src","images/firma-digitale-mini.png"
"privacy.html","src","images/HP_LOGO.jpg"
"privacy.html","src","images/logo.png"
"privacy.html","src","images/yashi_logo.jpg"
"privacy.html","src","images/zucchetti_logo.jpg"
"prodotti_digitali.html","href","#"
"prodotti_digitali.html","href","assistenza.html"
"prodotti_digitali.html","href","contatti.html"
"prodotti_digitali.html","href","default.css"
"prodotti_digitali.html","href","default_ie6.css"
"prodotti_digitali.html","href","fonts.css"
"prodotti_digitali.html","href","forniture_mepa.html"
"prodotti_digitali.html","href","gestionale_azienda.html"
"prodotti_digitali.html","href","gestionale_ordini.html"
"prodotti_digitali.html","href","http://www.zucchetti.it/website/cms/home.html"
"prodotti_digitali.html","href","https:///www.yashiweb.com/"
"prodotti_digitali.html","href","https://dribbble.com"
"prodotti_digitali.html","href","https://fonts.googleapis.com/css?family=Source+Sans+Pro:200,300,400,600,700,900"
"prodotti_digitali.html","href","https://it-it.facebook.com/"
"prodotti_digitali.html","href","https://store.hp.com"
"prodotti_digitali.html","href","https://twitter.com/search-home"
"prodotti_digitali.html","href","https://www.dell.com/it-it"
"prodotti_digitali.html","href","https://www.google.it"
"prodotti_digitali.html","href","https://www.tumblr.com/"
"prodotti_digitali.html","href","https://zutec.it/"
"prodotti_digitali.html","href","index.html"
"prodotti_digitali.html","href","mailto:info@isasrl.it"
"prodotti_digitali.html","href","privacy.html"
"prodotti_digitali.html","href","servizi.html"
"prodotti_digitali.html","href","servizi_backup.html"
"prodotti_digitali.html","href","servizi_fatel.html"
"prodotti_digitali.html","src","images/DELL_LOGO.jpg"
"prodotti_digitali.html","src","images/firma-elettronica-blu.jpg"
"prodotti_digitali.html","src","images/HP_LOGO.jpg"
"prodotti_digitali.html","src","images/logo.png"
"prodotti_digitali.html","src","images/yashi_logo.jpg"
"prodotti_digitali.html","src","images/zucchetti_logo.jpg"
"prova.html","href","#"
"prova.html","href","/bootstrap-italia/dist/css/bootstrap-italia.min.css?202204040934"
"prova.html","href","/bootstrap-italia/dist/svg/sprite.svg#it-close"
"prova.html","href","/bootstrap-italia/dist/svg/sprite.svg#it-info-circle"
"prova.html","href","/bootstrap-italia/docs/assets/dist/css/docs.min.css?202204040934"
"prova.html","href","/bootstrap-italia/docs/assets/img/favicons/apple-touch-icon.png"
"prova.html","href","/bootstrap-italia/docs/assets/img/favicons/favicon-16x16.png"
"prova.html","href","/bootstrap-italia/docs/assets/img/favicons/favicon-32x32.png"
"prova.html","href","/bootstrap-italia/docs/assets/img/favicons/safari-pinned-tab.svg"
"prova.html","href","/bootstrap-italia/docs/esempi/"
"prova.html","href","/bootstrap-italia/favicon.ico"
"prova.html","href","/bootstrap-italia/site.webmanifest"
"prova.html","src","/bootstrap-italia/dist/js/bootstrap-italia.bundle.min.js?202204040934"
"prova.html","src","https://gc.kis.v2.scr.kaspersky-labs.com/FD126C42-EBFA-4E12-B309-BB3FDD723AC1/main.js?attr=qqYmwsrJ9iQivTxnliamQlfldRnH5I5YFNDS9JjJSlJ8RDqqmw8q1N4WCZ1l6Fn8Vff4o8_RrLzw5can_mhCG4RaWL5O_bKs8WfVJSwu-I6l0h2tA_uNYsOAGFdd0SmH"
"servizi.html","href","#"
"servizi.html","href","assistenza.html"
"servizi.html","href","contatti.html"
"servizi.html","href","default.css"
"servizi.html","href","default_ie6.css"
"servizi.html","href","firma_digitale.html"
"servizi.html","href","fonts.css"
"servizi.html","href","forniture_mepa.html"
"servizi.html","href","gestionale_azienda.html"
"servizi.html","href","gestionale_ordini.html"
"servizi.html","href","http://www.zucchetti.it/website/cms/home.html"
"servizi.html","href","https:///www.yashiweb.com/"
"servizi.html","href","https://dribbble.com"
"servizi.html","href","https://fonts.googleapis.com/css?family=Source+Sans+Pro:200,300,400,600,700,900"
"servizi.html","href","https://it-it.facebook.com/"
"servizi.html","href","https://store.hp.com"
"servizi.html","href","https://twitter.com/search-home"
"servizi.html","href","https://www.dell.com/it-it"
"servizi.html","href","https://www.google.it"
"servizi.html","href","https://www.tumblr.com/"
"servizi.html","href","https://zutec.it/"
"servizi.html","href","index.html"
"servizi.html","href","mailto:info@isasrl.it"
"servizi.html","href","privacy.html"
"servizi.html","href","servizi_backup.html"
"servizi.html","href","servizi_fatel.html"
"servizi.html","href","whistleblowing.html"
"servizi.html","src","images/DELL_LOGO.jpg"
"servizi.html","src","images/firma-digitale-mini.png"
"servizi.html","src","images/HP_LOGO.jpg"
"servizi.html","src","images/logo.png"
"servizi.html","src","images/soluzioni-ict.jpg"
"servizi.html","src","images/whistleblowing_mini.jpg"
"servizi.html","src","images/yashi_logo.jpg"
"servizi.html","src","images/zucchetti_logo.jpg"
"servizi_backup.html","href","#"
"servizi_backup.html","href","assistenza.html"
"servizi_backup.html","href","contatti.html"
"servizi_backup.html","href","default.css"
"servizi_backup.html","href","default_ie6.css"
"servizi_backup.html","href","firma_digitale.html"
"servizi_backup.html","href","fonts.css"
"servizi_backup.html","href","forniture_mepa.html"
"servizi_backup.html","href","gestionale_azienda.html"
"servizi_backup.html","href","gestionale_ordini.html"
"servizi_backup.html","href","http://www.zucchetti.it/website/cms/home.html"
"servizi_backup.html","href","https:///www.yashiweb.com/"
"servizi_backup.html","href","https://dribbble.com"
"servizi_backup.html","href","https://fonts.googleapis.com/css?family=Source+Sans+Pro:200,300,400,600,700,900"
"servizi_backup.html","href","https://it-it.facebook.com/"
"servizi_backup.html","href","https://store.hp.com"
"servizi_backup.html","href","https://twitter.com/search-home"
"servizi_backup.html","href","https://www.dell.com/it-it"
"servizi_backup.html","href","https://www.google.it"
"servizi_backup.html","href","https://www.tumblr.com/"
"servizi_backup.html","href","https://zutec.it/"
"servizi_backup.html","href","index.html"
"servizi_backup.html","href","mailto:info@isasrl.it"
"servizi_backup.html","href","privacy.html"
"servizi_backup.html","href","servizi.html"
"servizi_backup.html","href","servizi_backup.html"
"servizi_backup.html","href","servizi_fatel.html"
"servizi_backup.html","href","whistleblowing.html"
"servizi_backup.html","src","images/backup.jpg"
"servizi_backup.html","src","images/DELL_LOGO.jpg"
"servizi_backup.html","src","images/firma-digitale-mini.png"
"servizi_backup.html","src","images/HP_LOGO.jpg"
"servizi_backup.html","src","images/logo.png"
"servizi_backup.html","src","images/whistleblowing_mini.jpg"
"servizi_backup.html","src","images/yashi_logo.jpg"
"servizi_backup.html","src","images/zucchetti_logo.jpg"
"servizi_fatel.html","href","#"
"servizi_fatel.html","href","assistenza.html"
"servizi_fatel.html","href","contatti.html"
"servizi_fatel.html","href","default.css"
"servizi_fatel.html","href","default_ie6.css"
"servizi_fatel.html","href","firma_digitale.html"
"servizi_fatel.html","href","fonts.css"
"servizi_fatel.html","href","forniture_mepa.html"
"servizi_fatel.html","href","gestionale_azienda.html"
"servizi_fatel.html","href","gestionale_ordini.html"
"servizi_fatel.html","href","http://www.zucchetti.it/website/cms/home.html"
"servizi_fatel.html","href","https:///www.yashiweb.com/"
"servizi_fatel.html","href","https://dribbble.com"
"servizi_fatel.html","href","https://fonts.googleapis.com/css?family=Source+Sans+Pro:200,300,400,600,700,900"
"servizi_fatel.html","href","https://it-it.facebook.com/"
"servizi_fatel.html","href","https://store.hp.com"
"servizi_fatel.html","href","https://twitter.com/search-home"
"servizi_fatel.html","href","https://www.dell.com/it-it"
"servizi_fatel.html","href","https://www.google.it"
"servizi_fatel.html","href","https://www.tumblr.com/"
"servizi_fatel.html","href","https://zutec.it/"
"servizi_fatel.html","href","index.html"
"servizi_fatel.html","href","mailto:info@isasrl.it"
"servizi_fatel.html","href","privacy.html"
"servizi_fatel.html","href","servizi.html"
"servizi_fatel.html","href","servizi_backup.html"
"servizi_fatel.html","href","servizi_fatel.html"
"servizi_fatel.html","href","whistleblowing.html"
"servizi_fatel.html","src","images/DELL_LOGO.jpg"
"servizi_fatel.html","src","images/fatturazione_pa.png"
"servizi_fatel.html","src","images/firma-digitale-mini.png"
"servizi_fatel.html","src","images/HP_LOGO.jpg"
"servizi_fatel.html","src","images/logo.png"
"servizi_fatel.html","src","images/whistleblowing_mini.jpg"
"servizi_fatel.html","src","images/yashi_logo.jpg"
"servizi_fatel.html","src","images/zucchetti_logo.jpg"
"whistleblowing.html","href","#"
"whistleblowing.html","href","assistenza.html"
"whistleblowing.html","href","contatti.html"
"whistleblowing.html","href","default.css"
"whistleblowing.html","href","default_ie6.css"
"whistleblowing.html","href","fonts.css"
"whistleblowing.html","href","forniture_mepa.html"
"whistleblowing.html","href","gestionale_azienda.html"
"whistleblowing.html","href","gestionale_ordini.html"
"whistleblowing.html","href","http://www.zucchetti.it/website/cms/home.html"
"whistleblowing.html","href","https:///www.yashiweb.com/"
"whistleblowing.html","href","https://dribbble.com"
"whistleblowing.html","href","https://fonts.googleapis.com/css?family=Source+Sans+Pro:200,300,400,600,700,900"
"whistleblowing.html","href","https://it-it.facebook.com/"
"whistleblowing.html","href","https://store.hp.com"
"whistleblowing.html","href","https://twitter.com/search-home"
"whistleblowing.html","href","https://www.dell.com/it-it"
"whistleblowing.html","href","https://www.google.it"
"whistleblowing.html","href","https://www.tumblr.com/"
"whistleblowing.html","href","https://zutec.it/"
"whistleblowing.html","href","index.html"
"whistleblowing.html","href","mailto:info@isasrl.it"
"whistleblowing.html","href","privacy.html"
"whistleblowing.html","href","servizi.html"
"whistleblowing.html","href","servizi_backup.html"
"whistleblowing.html","href","servizi_fatel.html"
"whistleblowing.html","src","images/DELL_LOGO.jpg"
"whistleblowing.html","src","images/HP_LOGO.jpg"
"whistleblowing.html","src","images/logo.png"
"whistleblowing.html","src","images/Whistleblowing_img.jpg"
"whistleblowing.html","src","images/yashi_logo.jpg"
"whistleblowing.html","src","images/zucchetti_logo.jpg"
